geology,scenario,alpha,model,policy,horizon,trials,honest_deposits_mean,attack_deposits_mean,delta_mean,elasticity,delta_median,delta_p90,delta_p95,delta_p99,delta_maximum,maximum_prefix_delta_observed,probability_any_state_raising_selection,registered_conditional_success_probability,honest_k0_epochs_mean,honest_k1_epochs_mean,honest_k_ge_2_epochs_mean,attacked_counterfactual_k0_epochs_mean,attacked_counterfactual_k1_epochs_mean,attacked_counterfactual_k_ge_2_epochs_mean,actual_attacked_k0_epochs_mean,actual_attacked_k1_epochs_mean,actual_attacked_k_ge_2_epochs_mean,honest_exact_p_k0_epochs_mean,honest_exact_p_k1_epochs_mean,honest_exact_p_k_ge_2_epochs_mean,attacked_counterfactual_exact_p_k0_epochs_mean,attacked_counterfactual_exact_p_k1_epochs_mean,attacked_counterfactual_exact_p_k_ge_2_epochs_mean,selectable_epochs_mean,selection_attempt_epochs_mean,state_raising_selection_epochs_mean,harmful_selection_epochs_mean,discarded_valid_candidates_mean,replacement_discoveries_mean,attacker_replacements_mean,honest_replacements_mean,withheld_bitcoin_blocks_mean,bitcoin_reward_cost_mean_R,extra_sha_trials_mean,R_per_expected_global_marginal_deposit,attacker_captured_marginal_deposits_retain_share,R_per_expected_attacker_captured_deposit,divergence_duration_mean,probability_reconvergence_given_divergence,reconvergence_time_mean_given_observed,probability_terminal_state_diverged,terminal_g1_relative_difference_mean,terminal_g2_relative_difference_mean,private_fork_or_orphan_cost_R,latency_cost_R
raw-record,D-growth-0.75,0.5,B,prefer-shallow,476,256,172.7890625,179.0078125,6.21875,0.035990414613193474,6.0,13.0,14.0,18.0,20.0,20.0,0.99609375,,303.2109375,75.16796875,97.62109375,296.9921875,78.12109375,100.88671875,296.9921875,83.70703125,95.30078125,302.48744545417946,75.59408562482925,97.9184689209914,296.2239816803274,78.57608680312751,101.19993151654518,100.88671875,8.06640625,7.66015625,0.0,9.00390625,9.00390625,9.00390625,0.0,0.0,0.0,3.0920534478436116e+72,,3.109375,,29.4609375,1.0,5.141176470588236,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.5,B,prefer-shallow,800,256,496.7890625,503.0078125,6.21875,0.012517888314016574,6.0,13.0,14.0,18.0,20.0,20.0,0.99609375,,303.2109375,75.16796875,421.62109375,296.9921875,78.12109375,424.88671875,296.9921875,83.70703125,419.30078125,302.48744545417946,75.59408562482925,421.9184689209914,296.2239816803274,78.57608680312751,425.1999315165452,424.88671875,8.06640625,7.66015625,0.0,9.00390625,9.00390625,9.00390625,0.0,0.0,0.0,3.0920534478436116e+72,,3.109375,,29.4609375,1.0,5.141176470588236,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.5,B,prefer-shallow,2000,128,1697.6640625,1703.90625,6.2421875,0.003676927395640149,6.0,12.0,13.0,17.0,18.0,18.0,1.0,,302.3359375,75.4296875,1622.234375,296.09375,78.4609375,1625.4453125,296.09375,84.234375,1619.671875,302.0690196823567,75.85414020818202,1622.0768401094613,295.774677473353,78.87016370770007,1625.355158818947,1625.4453125,8.3359375,7.859375,0.0,9.21875,9.21875,9.21875,0.0,0.0,0.0,3.511284524014001e+72,,3.12109375,,29.7734375,1.0,4.703125,0.0,0.0,0.0,0.0,0.0
raw-record,D-growth-0.75,0.5,B,prefer-shallow,10000,32,9698.78125,9704.96875,6.1875,0.0006379667548435531,6.0,11.0,14.0,18.0,18.0,18.0,1.0,,301.21875,75.9375,9622.84375,295.03125,78.65625,9626.3125,295.03125,84.65625,9620.3125,301.62974617687286,75.92958199576402,9622.440671827364,295.72796375714915,78.7106905218709,9625.56134572098,9626.3125,8.71875,8.3125,0.0,9.625,9.625,9.625,0.0,0.0,0.0,1.0672588970643e+72,,3.09375,,28.90625,1.0,4.625,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,A,prefer-shallow,100,256,35.68359375,35.90625,0.22265625,0.0062397372742200325,0.0,1.0,2.0,3.0,3.0,3.0,0.36328125,,64.31640625,27.671875,8.01171875,64.09375,27.69140625,8.21484375,64.09375,28.02734375,7.87890625,64.5424982682811,27.614822343540347,7.842679388178647,64.30932697361104,27.660708483163166,8.029964543225889,8.21484375,0.44140625,0.41796875,0.0,0.4453125,0.4453125,0.03515625,0.41015625,0.4453125,0.4453125,2.307964462719639e+53,2.0,0.022265625,20.0,1.0546875,0.978494623655914,2.6483516483516483,0.0078125,1.8976176023944562e-25,1.8976176023944562e-25,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,A,prefer-shallow,476,256,178.75390625,179.484375,0.73046875,0.004086449159764865,0.0,2.0,3.0,5.0,5.0,5.0,0.7265625,,297.24609375,138.35546875,40.3984375,296.515625,138.546875,40.9375,296.515625,139.5078125,39.9765625,297.41656886582604,138.36344557954303,40.21998555462895,296.71920968588,138.51680349678983,40.76398681732816,40.9375,1.2890625,1.2265625,0.0,1.30859375,1.30859375,0.1171875,1.19140625,1.30859375,1.30859375,2.419198476379231e+71,1.7914438502673797,0.073046875,17.914438502673796,3.328125,1.0,2.7795698924731185,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,A,prefer-shallow,800,256,306.27734375,307.0078125,0.73046875,0.002384991135995511,0.0,2.0,3.0,5.0,5.0,5.0,0.7265625,,493.72265625,236.48828125,69.7890625,492.9921875,236.6796875,70.328125,492.9921875,237.640625,69.3671875,493.92031620781535,236.63969331992016,69.43999047225978,493.2229570278693,236.79305123716696,69.98399173495895,70.328125,1.2890625,1.2265625,0.0,1.30859375,1.30859375,0.1171875,1.19140625,1.30859375,1.30859375,2.419198476379231e+71,1.7914438502673797,0.073046875,17.914438502673796,3.328125,1.0,2.7795698924731185,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,A,prefer-shallow,2000,128,778.484375,779.3984375,0.9140625,0.0011741565140597715,0.0,3.0,4.0,5.0,5.0,5.0,0.7578125,,1221.515625,601.78125,176.703125,1220.6015625,602.0,177.3984375,1220.6015625,603.0078125,176.390625,1221.6245577042823,600.6876289784645,177.68781331727612,1220.7974171616595,600.8619594697518,178.34062336861174,177.3984375,1.34375,1.296875,0.0,1.3671875,1.3671875,0.1171875,1.25,1.3671875,1.3671875,2.1077595958871938e+71,1.4957264957264957,0.09140625000000001,14.957264957264956,3.53125,1.0,2.9381443298969074,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,A,prefer-shallow,10000,32,3915.46875,3916.3125,0.84375,0.00021549144020112533,1.0,2.0,4.0,4.0,4.0,4.0,0.75,,6084.53125,3017.65625,897.8125,6083.6875,3017.75,898.5625,6083.6875,3018.8125,897.5,6073.66708738211,3027.1958398790302,899.1370727397488,6072.938920541446,3027.3606679869317,899.7004114725114,898.5625,1.46875,1.375,0.0,1.5,1.5,0.21875,1.28125,1.5,1.5,1.335860587524978e+71,1.7777777777777777,0.084375,17.777777777777775,3.75,1.0,3.0,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,B,prefer-shallow,100,256,35.33984375,35.54296875,0.203125,0.005747761688957666,0.0,1.0,2.0,3.0,4.0,4.0,0.3203125,,64.66015625,27.35546875,7.984375,64.45703125,27.4296875,8.11328125,64.45703125,27.703125,7.83984375,64.57846761335148,27.582090791083864,7.839441595564745,64.36898266671878,27.6283542173304,8.0026631159509,8.11328125,0.3984375,0.37890625,0.0,0.40234375,0.40234375,0.40234375,0.0,0.0,0.0,2.3251053064900165e+44,,0.0203125,,1.07421875,0.975609756097561,2.9875,0.01171875,3.288182871660797e-22,3.288182871660797e-22,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,B,prefer-shallow,476,256,178.86328125,179.58984375,0.7265625,0.004062110987355041,0.0,2.0,3.0,5.0,6.0,6.0,0.67578125,,297.13671875,138.546875,40.31640625,296.41015625,138.75390625,40.8359375,296.41015625,139.6796875,39.91015625,297.50608342619256,138.29340717288216,40.200509400923266,296.84088711151423,138.43865355114428,40.72045933733953,40.8359375,1.234375,1.17578125,0.0,1.2578125,1.2578125,1.2578125,0.0,0.0,0.0,4.32613869744876e+71,,0.07265625,,3.28125,1.0,3.1271676300578033,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,B,prefer-shallow,800,256,306.16015625,306.88671875,0.7265625,0.002373145182898044,0.0,2.0,3.0,5.0,6.0,6.0,0.67578125,,493.83984375,236.70703125,69.453125,493.11328125,236.9140625,69.97265625,493.11328125,237.83984375,69.046875,494.00983076818187,236.56965491325928,69.4205143185541,493.34463445350355,236.71490129152141,69.94046425497032,69.97265625,1.234375,1.17578125,0.0,1.2578125,1.2578125,1.2578125,0.0,0.0,0.0,4.32613869744876e+71,,0.07265625,,3.28125,1.0,3.1271676300578033,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,B,prefer-shallow,2000,128,776.2734375,777.03125,0.7578125,0.0009762185119209364,0.0,3.0,3.0,5.0,6.0,6.0,0.6875,,1223.7265625,599.8203125,176.453125,1222.96875,600.0625,176.96875,1222.96875,601.0,176.03125,1221.8650989570483,600.5128218797796,177.6220791631951,1221.212874862388,600.6512603683598,178.13586476927523,176.96875,1.2265625,1.1953125,0.0,1.2421875,1.2421875,1.2421875,0.0,0.0,0.0,3.9045957821927277e+71,,0.07578125000000001,,3.2734375,1.0,3.0454545454545454,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.1,B,prefer-shallow,10000,32,3931.3125,3931.8125,0.5,0.0001271839875359692,0.0,2.0,3.0,3.0,3.0,3.0,0.84375,,6068.6875,3034.8125,896.5,6068.1875,3035.0,896.8125,6068.1875,3035.9375,895.875,6073.913719467707,3026.996544601305,899.0897359318778,6073.40196704242,3027.144154096563,899.453878861906,896.8125,1.3125,1.25,0.0,1.3125,1.3125,1.3125,0.0,0.0,0.0,1.1670837997541036e+71,,0.05,,3.5,1.0,2.6296296296296298,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,A,prefer-shallow,100,256,35.73046875,36.55859375,0.828125,0.023176997922816224,0.0,3.0,4.0,5.0,7.0,7.0,0.69140625,,64.26953125,28.1875,7.54296875,63.44140625,28.38671875,8.171875,63.44140625,29.45703125,7.1015625,64.60468678334647,27.561525649814325,7.833787566839291,63.745849791183154,27.738997301806858,8.51515290701007,8.171875,1.3671875,1.32421875,0.0,1.421875,1.421875,0.44921875,0.97265625,1.421875,1.421875,5.846552622210275e+45,1.7169811320754718,0.24843749999999998,5.723270440251573,3.734375,0.9887005649717514,3.3314285714285714,0.04296875,3.7424409466930154e-19,3.7424409466930154e-19,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,A,prefer-shallow,476,256,178.796875,181.171875,2.375,0.013283229922223192,2.0,5.0,7.0,8.0,10.0,10.0,0.9609375,,297.203125,138.6875,40.109375,294.828125,139.20703125,41.96484375,294.828125,142.22265625,38.94921875,297.54973645314993,138.2569027705167,40.19336077633138,295.1717659641109,138.7578201125656,42.07041392332161,41.96484375,3.9453125,3.7734375,0.0,4.1015625,4.1015625,1.2421875,2.859375,4.1015625,4.1015625,8.019682210598256e+71,1.7269736842105263,0.7125,5.756578947368421,10.44921875,1.0,3.3008130081300813,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,A,prefer-shallow,800,256,306.48828125,308.86328125,2.375,0.007749072787754426,2.0,5.0,7.0,8.0,10.0,10.0,0.9609375,,493.51171875,236.92578125,69.5625,491.13671875,237.4453125,71.41796875,491.13671875,240.4609375,68.40234375,494.05348379513924,236.53315051089382,69.4133656939622,491.6755133061002,237.03406785294274,71.29041884095228,71.41796875,3.9453125,3.7734375,0.0,4.1015625,4.1015625,1.2421875,2.859375,4.1015625,4.1015625,8.019682210598256e+71,1.7269736842105263,0.7125,5.756578947368421,10.44921875,1.0,3.3008130081300813,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,A,prefer-shallow,2000,128,779.4375,781.484375,2.046875,0.0026260925346804588,2.0,4.0,5.0,8.0,10.0,10.0,0.9609375,,1220.5625,600.984375,178.453125,1218.515625,601.3046875,180.1796875,1218.515625,604.2578125,177.2265625,1221.9022252206194,600.4742801039575,177.62349467544615,1219.736483085339,600.936803444681,179.326713470003,180.1796875,3.828125,3.6796875,0.0,4.015625,4.015625,1.2578125,2.7578125,4.015625,4.015625,6.954927501327423e+71,1.9618320610687023,0.6140625,6.539440203562341,9.6015625,1.0,3.2357723577235773,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,A,prefer-shallow,10000,32,3930.9375,3932.875,1.9375,0.0004928849670085062,1.0,5.0,5.0,8.0,8.0,8.0,0.96875,,6069.0625,3026.25,904.6875,6067.125,3026.59375,906.28125,6067.125,3029.5625,903.3125,6073.707458724074,3027.1471538224746,899.1453874543412,6071.650557568193,3027.5823819874167,900.7670604452785,906.28125,3.90625,3.6875,0.0,4.03125,4.03125,1.46875,2.5625,4.03125,4.03125,3.8072509238335856e+71,2.0806451612903225,0.5812499999999999,6.935483870967743,8.625,1.0,2.7419354838709675,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,B,prefer-shallow,100,256,35.6484375,36.42578125,0.77734375,0.02180582949813719,0.0,3.0,4.0,5.0,9.0,9.0,0.72265625,,64.3515625,27.890625,7.7578125,63.57421875,28.015625,8.41015625,63.57421875,29.10546875,7.3203125,64.53859803296515,27.610141171686504,7.851260795348423,63.72517262075408,27.788255499390033,8.486571879855967,8.41015625,1.44140625,1.3671875,0.0,1.4921875,1.4921875,1.4921875,0.0,0.0,0.0,1.2508532372812397e+46,,0.23320312499999998,,3.640625,0.9837837837837838,2.8736263736263736,0.0546875,2.7548592381486757e-19,2.7548592381486757e-19,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,B,prefer-shallow,476,256,179.09375,181.22265625,2.12890625,0.011887105217239574,2.0,5.0,6.0,8.0,10.0,10.0,0.9765625,,296.90625,138.32421875,40.76953125,294.77734375,138.64453125,42.578125,294.77734375,141.640625,39.58203125,297.39172603209744,138.3728595750884,40.23541439281218,295.16959200968313,138.84681484558322,41.98359314473173,42.578125,3.95703125,3.765625,0.0,4.140625,4.140625,4.140625,0.0,0.0,0.0,1.1318796136008849e+72,,0.638671875,,10.01953125,1.0,2.828,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,B,prefer-shallow,800,256,306.375,308.50390625,2.12890625,0.0069486944104447165,2.0,5.0,6.0,8.0,10.0,10.0,0.9765625,,493.625,236.390625,69.984375,491.49609375,236.7109375,71.79296875,491.49609375,239.70703125,68.796875,493.89547337408675,236.64910731546553,69.455419310443,491.67333935167244,237.12306258596035,71.20359806236242,71.79296875,3.95703125,3.765625,0.0,4.140625,4.140625,4.140625,0.0,0.0,0.0,1.1318796136008849e+72,,0.638671875,,10.01953125,1.0,2.828,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,B,prefer-shallow,2000,128,777.6875,779.5234375,1.8359375,0.0023607650888049507,2.0,4.0,5.0,6.0,7.0,7.0,0.9765625,,1222.3125,598.0546875,179.6328125,1220.4765625,598.203125,181.3203125,1220.4765625,601.078125,178.4453125,1221.7308652381073,600.6044997082762,177.66463505363959,1219.7224024245502,601.0528244326845,179.22477314278814,181.3203125,3.734375,3.5859375,0.0,3.90625,3.90625,3.90625,0.0,0.0,0.0,9.44152292791913e+71,,0.55078125,,9.4921875,1.0,2.736,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.3,B,prefer-shallow,10000,32,3906.0,3907.90625,1.90625,0.00048803123399897595,2.0,4.0,5.0,5.0,5.0,5.0,0.96875,,6094.0,3002.65625,903.34375,6092.09375,3002.65625,905.25,6092.09375,3005.75,902.15625,6074.021253082578,3026.9277113125854,899.0510356057258,6072.000975411927,3027.363869961807,900.6351546271545,905.25,3.78125,3.59375,0.0,3.96875,3.96875,3.96875,0.0,0.0,0.0,1.0183156678915357e+72,,0.571875,,8.84375,1.0,2.3548387096774195,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,A,prefer-shallow,100,256,35.453125,36.8828125,1.4296875,0.04032613486117232,1.0,4.0,5.0,8.0,13.0,13.0,0.89453125,,64.546875,27.60546875,7.84765625,63.1171875,27.78515625,9.09765625,63.1171875,29.6953125,7.1875,64.64172736090947,27.53312903285116,7.825143606239456,63.203151808725615,27.783518292466937,9.013329898807525,9.09765625,2.59765625,2.45703125,0.0,2.82421875,2.82421875,1.3359375,1.48828125,2.82421875,2.82421875,1.5940295118101922e+48,1.9754098360655739,0.71484375,3.9508196721311477,6.0859375,0.9868995633187773,3.02212389380531,0.04296875,6.755935561490657e-21,6.755935561490657e-21,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,A,prefer-shallow,476,256,178.24609375,182.23828125,3.9921875,0.022397054633911156,4.0,8.0,10.0,13.0,15.0,15.0,1.0,,297.75390625,137.9921875,40.25390625,293.76171875,138.5546875,43.68359375,293.76171875,143.88671875,38.3515625,297.62307749011,138.20499181913723,40.17193069075074,293.5900312756854,138.92038500903092,43.4895837152818,43.68359375,7.05859375,6.75390625,0.0,7.6953125,7.6953125,3.67578125,4.01953125,7.6953125,7.6953125,1.5457599197812405e+72,1.9275929549902153,1.99609375,3.8551859099804306,17.19921875,1.0,3.171875,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,A,prefer-shallow,800,256,305.9453125,309.9375,3.9921875,0.013048696407139756,4.0,8.0,10.0,13.0,15.0,15.0,1.0,,494.0546875,236.29296875,69.65234375,490.0625,236.85546875,73.08203125,490.0625,242.1875,67.75,494.1268248320993,236.48123955951436,69.39193560838157,490.09377861767473,237.19663274940805,72.70958863291237,73.08203125,7.05859375,6.75390625,0.0,7.6953125,7.6953125,3.67578125,4.01953125,7.6953125,7.6953125,1.5457599197812405e+72,1.9275929549902153,1.99609375,3.8551859099804306,17.19921875,1.0,3.171875,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,A,prefer-shallow,2000,128,775.640625,779.484375,3.84375,0.004955581072097661,3.0,7.0,10.0,13.0,15.0,15.0,1.0,,1224.359375,598.0625,177.578125,1220.515625,598.65625,180.828125,1220.515625,604.0859375,175.3984375,1221.8915135449074,600.4890723701712,177.61941408494445,1217.9669896609005,601.201637643091,180.83137269603142,180.828125,7.015625,6.7109375,0.0,7.6640625,7.6640625,3.53125,4.1328125,7.6640625,7.6640625,1.3715333531623302e+72,1.9939024390243902,1.921875,3.9878048780487805,16.8828125,1.0,3.25,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,A,prefer-shallow,10000,32,3931.03125,3934.75,3.71875,0.0009459985849769065,3.0,8.0,11.0,15.0,15.0,15.0,1.0,,6068.96875,3034.6875,896.34375,6065.25,3035.4375,899.3125,6065.25,3040.4375,894.3125,6073.676729667525,3027.18225204242,899.1410182909445,6070.282341651718,3027.852732850484,901.8649254986867,899.3125,6.59375,6.21875,0.0,7.09375,7.09375,3.34375,3.75,7.09375,7.09375,1.4409058927848888e+72,1.9075630252100841,1.859375,3.8151260504201683,16.34375,1.0,3.625,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,B,prefer-shallow,100,256,35.609375,36.94140625,1.33203125,0.037406757349714784,1.0,4.0,5.0,7.0,9.0,9.0,0.8125,,64.390625,27.75390625,7.85546875,63.05859375,27.91796875,9.0234375,63.05859375,29.78125,7.16015625,64.5330242332327,27.614823323416545,7.85215244335084,63.19163625658568,27.869547105535172,8.938816637879224,9.0234375,2.390625,2.29296875,0.0,2.62109375,2.62109375,2.62109375,0.0,0.0,0.0,1.769207277278368e+48,,0.666015625,,5.97265625,0.9903846153846154,3.3980582524271843,0.07421875,1.244720874699227e-21,1.244720874699227e-21,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,B,prefer-shallow,476,256,178.375,182.4609375,4.0859375,0.02290644709180098,4.0,8.0,9.0,11.0,12.0,12.0,1.0,,297.625,138.35546875,40.01953125,293.5390625,138.9296875,43.53125,293.5390625,144.51953125,37.94140625,297.3785615197686,138.3872137788841,40.23422470134532,293.1471893913131,139.16046377211268,43.69234683657238,43.53125,7.375,7.0625,0.0,8.140625,8.140625,8.140625,0.0,0.0,0.0,1.5799403428375814e+72,,2.04296875,,18.35546875,1.0,3.30859375,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,B,prefer-shallow,800,256,305.47265625,309.55859375,4.0859375,0.013375788033401108,4.0,8.0,9.0,11.0,12.0,12.0,1.0,,494.52734375,236.03125,69.44140625,490.44140625,236.60546875,72.953125,490.44140625,242.1953125,67.36328125,493.8823088617579,236.66346151926123,69.45422961897614,489.6509367333024,237.4367115124898,72.91235175420294,72.953125,7.375,7.0625,0.0,8.140625,8.140625,8.140625,0.0,0.0,0.0,1.5799403428375814e+72,,2.04296875,,18.35546875,1.0,3.30859375,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,B,prefer-shallow,2000,128,775.9453125,780.0078125,4.0625,0.005235549380292184,4.0,9.0,10.0,11.0,12.0,12.0,1.0,,1224.0546875,598.890625,177.0546875,1219.9921875,599.5078125,180.5,1219.9921875,605.125,174.8828125,1221.5839467730532,600.7121100213881,177.70394320558185,1217.4663927921583,601.5174223814751,181.0161848263893,180.5,7.4140625,7.0625,0.0,8.109375,8.109375,8.109375,0.0,0.0,0.0,1.8040088703804626e+72,,2.03125,,18.65625,1.0,3.1640625,0.0,0.0,0.0,0.0,0.0
raw-record,H-adaptive-lambda-half,0.5,B,prefer-shallow,10000,32,3903.1875,3906.84375,3.65625,0.0009367343997694192,3.0,8.0,10.0,11.0,11.0,11.0,1.0,,6096.8125,2999.28125,903.90625,6093.15625,2999.75,907.09375,6093.15625,3005.34375,901.5,6073.578092044418,3027.2582077027528,899.1637002537191,6069.859582628666,3028.035319459634,902.1050979125869,907.09375,7.09375,6.96875,0.0,7.5625,7.5625,7.5625,0.0,0.0,0.0,1.4128994171587984e+72,,1.828125,,19.28125,1.0,3.4375,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,A,prefer-shallow,100,256,1.1171875,1.1171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,98.8828125,1.10546875,0.01171875,98.8828125,1.10546875,0.01171875,98.8828125,1.10546875,0.01171875,98.94092887057653,1.0527391189345554,0.0063320104888523,98.94092887057653,1.0527391189345554,0.0063320104888523,0.01171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,A,prefer-shallow,476,256,3.0625,3.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,472.9375,3.0390625,0.0234375,472.9375,3.0390625,0.0234375,472.9375,3.0390625,0.0234375,473.0018912532856,2.984986186265858,0.013122560449385479,473.0018912532856,2.984986186265858,0.013122560449385479,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,A,prefer-shallow,800,256,4.05859375,4.05859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,795.94140625,4.03515625,0.0234375,795.94140625,4.03515625,0.0234375,795.94140625,4.03515625,0.0234375,796.0920270421491,3.8931195137907415,0.014853444059743185,796.0920270421491,3.8931195137907415,0.014853444059743185,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,A,prefer-shallow,2000,128,5.6796875,5.6796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1994.3203125,5.640625,0.0390625,1994.3203125,5.640625,0.0390625,1994.3203125,5.640625,0.0390625,1994.3670726548285,5.616354484123114,0.016572861044795904,1994.3670726548285,5.616354484123114,0.016572861044795904,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,A,prefer-shallow,10000,32,8.625,8.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9991.375,8.59375,0.03125,9991.375,8.59375,0.03125,9991.375,8.59375,0.03125,9991.63189717755,8.351963783789028,0.01613903833244575,9991.63189717755,8.351963783789028,0.01613903833244575,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,B,prefer-shallow,100,256,1.046875,1.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,98.953125,1.03515625,0.01171875,98.953125,1.03515625,0.01171875,98.953125,1.03515625,0.01171875,98.96200638976538,1.0318552870729676,0.006138323161586187,98.96200638976538,1.0318552870729676,0.006138323161586187,0.01171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,B,prefer-shallow,476,256,2.953125,2.953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,473.046875,2.9296875,0.0234375,473.046875,2.9296875,0.0234375,473.046875,2.9296875,0.0234375,472.9767104613749,3.010226569509812,0.013062969116213172,472.9767104613749,3.010226569509812,0.013062969116213172,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,B,prefer-shallow,800,256,3.87109375,3.87109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,796.12890625,3.84765625,0.0234375,796.12890625,3.84765625,0.0234375,796.12890625,3.84765625,0.0234375,796.0059211989505,3.979119595297464,0.014959205751898196,796.0059211989505,3.979119595297464,0.014959205751898196,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,B,prefer-shallow,2000,128,5.7109375,5.7109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1994.2890625,5.671875,0.0390625,1994.2890625,5.671875,0.0390625,1994.2890625,5.671875,0.0390625,1994.300794673689,5.682633698401347,0.016571627913022673,1994.300794673689,5.682633698401347,0.016571627913022673,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
vanilla-c10,A-constant,0.1,B,prefer-shallow,10000,32,8.71875,8.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9991.28125,8.65625,0.0625,9991.28125,8.65625,0.0625,9991.28125,8.65625,0.0625,9991.318397854444,8.663328578276005,0.01827356745799583,9991.318397854444,8.663328578276005,0.01827356745799583,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0
