epoch,target,epoch_minimum,epoch_minimum_height,pre_g1,pre_g2,post_g1,post_g2,transition,deposit,ratio_g2_g1,q,lambda,canonical_k,qualifier_hashes,qualifier_heights,ownership,network_selection_opportunity
356,1106174051754827146215413957762136710502083943464960000,305250381215650381072072881353337894204495294414261,718396,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00003515671664935611867764471451,0.07087594076510193525413174445,0,,,unspecified,False
357,1011873581609325297224157601300783981224824207994519552,400739581666671102701438448960829045816168821131837,721244,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00003843310904566089550422666981,0.07748114783605236533652096633,0,,,unspecified,False
358,1010078857598682948440603476326208385676686722831745024,154837650696301172860210573922879756540433339274187,722123,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00003850139759866740602864658628,0.07761881755891349055375151793,0,,,unspecified,False
359,963971403944167623177113627223675088972581362965938176,61624715662578228434518867532241514852105128443843,724691,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00004034294746015836283330858505,0.08133138207967925947195010746,0,,,unspecified,False
360,978555728783092703397868198169350877225727913812295680,708721384690411946492580223575589402962532901407647,727487,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00003974167904650314361649505013,0.08011922495775033753085402107,0,,,unspecified,False
361,982035564181577583246111171756048347095528689197121536,1362768548669737675642442152463241485725633263397320,729542,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00003960085471530236856507516087,0.07983532310604957502719152431,0,,,unspecified,False
362,943064623022149056932209915691668660376403247938666496,74211325128333409349721422837383173178985931818940,731692,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00004123730946219714247834219001,0.08313441587578943923633785507,0,,,unspecified,False
363,955133703543227653230735945040239725552721938878562304,41618121775818842511355901180823397261800097492682,733234,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00004071623434305350232987724078,0.08208392843559586069703251742,0,,,unspecified,False
364,904852201212495269232856372055468724544479235670016000,203083587889880429652432533306692172202224635274240,734335,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00004297878443606931124432439862,0.08664522942311573146855798761,0,,,unspecified,False
365,862674725460762741916416231468109512880228678412271616,635212029146540390167955112092250935631826897232648,736596,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00004508008239333014661888427132,0.09088144610495357558367069097,0,,,unspecified,False
366,901734818220068453308327912307284892863553131555848192,58349721990426117239112150547044006376584396315227,738031,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00004312736617975826643480360085,0.08694477021839266513256405930,0,,,unspecified,False
367,890244492347372894565410542152469475763018189902970880,174621902067679683581378910074819872096628381563258,740699,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,neither,False,1.476997791911118387279393056,0.00004368400819854778507731082576,0.08806696052827233471585862472,0,,,unspecified,False
368,911713951399763858433822672345071673321763838959288320,1442666950038720453045673653632059615314050489779,742035,26330064889328492014716682686921905976703673595126,38889447702414648438024426259921185408251326535501,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,unique-min,True,2.718281828459045235360287471,0.00004265531710105705543929714227,0.08599311927573102376562303882,1,000000000000000000000000fcb36c64b8a99acde151e61c933c6f7a57271db3,742035,unspecified,False
369,924766622522766152396299781586060796970310972500606976,765257460357118573713452323297985202214919632657396,745134,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,neither,False,2.718281828459045235360287471,0.00002847211853029469759567418064,0.05739979095707411035287914818,0,,,unspecified,False
370,973529624652311728262165726029639579921131161797001216,545743000611075501023984526550674658445577010942474,745929,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,neither,False,2.718281828459045235360287471,0.00002704598218953230398062864948,0.05452470009409712482494735735,0,,,unspecified,False
371,956871428990014096800480126306339386063092842672160768,285202270816893128085457094603432209434459375069414,748425,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,neither,False,2.718281828459045235360287471,0.00002751682628576348931656137982,0.05547392179209919446218774173,0,,,unspecified,False
372,950899733299880027476699870079860653644778702301560832,66646480749189004884361844910688643953903551508229,751055,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,neither,False,2.718281828459045235360287471,0.00002768963326759596853268888323,0.05582230066747347256190078860,0,,,unspecified,False
373,870306687010904716955275873664553942808871958151692288,231362657567014190126481946340698560298326866820099,751981,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,neither,False,2.718281828459045235360287471,0.00003025377752727594879890179731,0.06099161549498831277858602337,0,,,unspecified,False
374,841292956506611632223096322365470292302662385308532736,211968016049320284091226360428234263275141382265098,754734,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,neither,False,2.718281828459045235360287471,0.00003129714172178685870647498328,0.06309503771112230715225356629,0,,,unspecified,False
375,859664032087861081904916640712713969859737457373741056,533412054325019065460326457635714671597350485263,756951,9686289557493979960134201314161014468585162103771,26330064889328492014716682686921905976703673595126,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,unique-min,True,2.718281828459045235360287471,0.00003062831979300194183391606593,0.06174669270269191473717478891,1,0000000000000000000000005d6f06154c8685146aa7bc3dc9843876c9cefd0f,756951,unspecified,False
376,757060771140682373435345150716700036747812369126653952,927312972471145446821698350021462071620937383967662,759017,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,neither,False,2.718281828459045235360287471,0.00001279459975570971078535209420,0.02579391310751077694326982191,0,,,unspecified,False
377,731886405437657570669286679473162061734238931073892352,90576667299312951926929494263793297504428148977813,761210,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,neither,False,2.718281828459045235360287471,0.00001323468981733813974330681222,0.02668113467175368972250653343,0,,,unspecified,False
378,733349368576625804490408567990711061036914519549411328,762219549801045343585865274850992287129504857552648,763576,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,neither,False,2.718281828459045235360287471,0.00001320828785370650288819748076,0.02662790831307230982260612121,0,,,unspecified,False
379,729612308889970685728561745873455525355654300037021696,409266838317203998299142381986355298765702186621045,765419,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,neither,False,2.718281828459045235360287471,0.00001327594044052061432959341755,0.02676429592808955848846032977,0,,,unspecified,False
380,787270009984312136754615316208945606764100494789967872,743563542980025653825713025236368001530680342318488,767581,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,neither,False,2.718281828459045235360287471,0.00001230364352083854665962581218,0.02480414533801051006580563736,0,,,unspecified,False
381,762342638057996256581733267702136683580848909336969216,4852171612067613144709721042812680040569352449786,768824,3563386789435662677982618808482317743924885311159,9686289557493979960134201314161014468585162103771,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,new-second,True,1.361674131602215620718080535,0.00001270595277494774241249109594,0.02561520079429464870358204942,1,00000000000000000000000351eae66e03ae45aad1be8f94d1ca5d6fe98b6efa,768824,unspecified,False
382,790751306884434347505776493480475792916920926107336704,928261047675574470148338238169003752417503018864861,771328,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000006136153768983579762615804627,0.01237048599827089680143346213,0,,,unspecified,False
383,717191006474295341826748628480199835971598529354268672,134187254898747312310945142893605136423190217138070,773095,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000006765522110937846203924689654,0.01363929257565069794711217434,0,,,unspecified,False
384,685105199528332699160504931662746558558072186305773568,83213369632994181112195288877820551368890415725119,774243,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000007082374524975343378563237159,0.01427806704235029225118348611,0,,,unspecified,False
385,688509036841676372057001313638142781710850853198364672,74664862232474298019989443860939023724461683543295,777625,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000007047360822343682436700576647,0.01420747941784486379238836252,0,,,unspecified,False
386,626181838016062686207286970262124176054603953970610176,81075132189193668020920355055436740479378012898237,779466,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000007748822015408160477819707637,0.01562162518306285152328453060,0,,,unspecified,False
387,619023402996415923713925321951479821824329196375113728,500793073724750222509632969414622145153905115292116,780357,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000007838429998898937712357914019,0.01580227487778025842811355466,0,,,unspecified,False
388,575524729764536260159429050275345090310309676098519040,612200778043205671500393702143643170629649215890443,782874,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000008430865540830497891978799758,0.01699662493031428375022926031,0,,,unspecified,False
389,562973353703138465897895804931977651737504527419441152,243292076020119788024814859696813061887594121639792,785698,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000008618829967974314164730015827,0.01737556121543621735609571191,0,,,unspecified,False
390,553442901526103647968289576137834770166328191306694656,107060614261458229151424733737824283466371650640341,786930,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000008767248796014697766411125873,0.01767477357276563069708482976,0,,,unspecified,False
391,561592234655860762640193322765060764283929671166328832,100515511149857891527272549306098363454538920264009,789375,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000008640026183839570300299881477,0.01741829278662057372540456106,0,,,unspecified,False
392,544090752548823200194704196893283275123549878964191232,368012536412240271775357453656918164357599152714888,791739,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000008917945378298284002133682414,0.01797857788264934054830150375,0,,,unspecified,False
393,526200511006255617572972890856003254679941608705622016,780011960246530963007630212203751713606137853522669,792997,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000009221145762076101790858073266,0.01858982985634542121036987570,0,,,unspecified,False
394,514982024438103606772841406080073066221062670505738240,272493783013199325741237140330555437205252992926058,794427,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000009422021316883463922019302589,0.01899479497483706326679091402,0,,,unspecified,False
395,532311049351936122673982497141590033985123062667804672,68476483047246526944035806233632155553319308036240,796403,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000009115293807962291582832260425,0.01837643231685197983098983702,0,,,unspecified,False
396,500073246235691066104245617101534263137552502634840064,36467141119236277955581122348451131356121665334950,799182,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000009702921819138313103898515205,0.01956109038738283921745940665,0,,,unspecified,False
397,515199788182065911307653755120147792390991404454641664,47782775457072004248302896610222535353087388869786,801948,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000009418038833418365695780398953,0.01898676628817142524269328429,0,,,unspecified,False
398,514581572989474939373253596435908804673676944988962816,695768550530492522793886116900249237370278304462455,803049,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000009429353608367273701634894265,0.01900957687446842378249594684,0,,,unspecified,False
399,484696787509332636501824648976526249487752436350189568,94726402654685691917741877057720545880394516499388,805387,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001001073606656447374098754250,0.02018164391019397906183088568,0,,,unspecified,False
400,497866378763321402697758053004132675777872044494946304,72704408526419723230485884201555708896850667894377,807061,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.000009745931476875779426873988142,0.01964779785738157132457796009,0,,,unspecified,False
401,471981723264553781113452590931894587216745823226298368,81614204306548091553664414220754079600663199863618,808804,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001028042267930762321797447710,0.02072533212148416840743654582,0,,,unspecified,False
402,470321457404545875398373204961928889706416683857477632,214973104142022637553903603105092957023675013441724,810622,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001031671325149434836682338034,0.02079849391501260630751593476,0,,,unspecified,False
403,441737408381628076124145537003663826407985955181953024,241321291397396623155859434115132189853777074059475,813975,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001098428958019262847811682274,0.02214432779366833901188351465,0,,,unspecified,False
404,431604817530012926192239390058441836232711374861500416,869314303494592115557042129202562493721864199282028,814983,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001124216277250010756234789702,0.02266420014936021684569336039,0,,,unspecified,False
405,416823189970048174077527321660349349771911273121841152,261632977696936986745267679613000029070527689665838,816573,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001164083891881418000183144423,0.02346793126032938688369219156,0,,,unspecified,False
406,396710004437100288117208210992507862855406329465405440,104695720100640785011407217137622305146105189426025,820510,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001223102910891409432980522973,0.02465775468357081416888734313,0,,,unspecified,False
407,400552292241643231889165698417718970914081776120889344,47623932902814280783215896490223589276036757809926,822309,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001211370326933597657846137855,0.02442122579098132878217813915,0,,,unspecified,False
408,374406027949793378682501776760424667692437142927048704,249906915235059877926377963973832865448808563292126,823004,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001295965142077860310518165641,0.02612665726428966386004621932,0,,,unspecified,False
409,368311566122123513513592411007997767500471904222838784,265372589931924684580135793453799332113590258163606,826370,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001317409513677543962668925140,0.02655897579573928628740553083,0,,,unspecified,False
410,383255420363831995852225088422521761376453814474768384,143336145808470294570856528413029560320032142616532,827838,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001266041223229497992206323954,0.02552339106030667952287949090,0,,,unspecified,False
411,357069695527774208266769667274744118513278471102267392,355558355733152634291663965616768912777402545885680,829040,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001358886422690046850969163651,0.02739515028143134451553833920,0,,,unspecified,False
412,329879919066870090376508314646890389215599502072741888,216955403574051255006991268633712262148958293298225,830926,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001470890263885395065805838191,0.02965314771992956452664569793,0,,,unspecified,False
413,339749439623765677783137798322223448447336014535458816,182035347301858173125633580478326078836740081519197,833326,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001428161770462623250231144149,0.02879174129252648472465986604,0,,,unspecified,False
414,321145985282180614537323094086577881890135649195917312,259484415137104613115476898996547349730177073966455,835415,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001510892813374007001498305500,0.03045959911761998115020583888,0,,,unspecified,False
415,324317443835188673869825090173572216042789022814175232,72794157856107580301048175327797356053920527276945,837836,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001496117986960141755276909497,0.03016173861711645778638249545,0,,,unspecified,False
416,312072983117630369221114618645075196904111619969122304,262954518003790395183858838262246640596929951173544,840165,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001554819505230503474882723919,0.03134516122544695005363571420,0,,,unspecified,False
417,305996059309608474887223697110640892108382252455428096,224233664903982287174146324673642137145188960166530,840676,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,neither,False,1.361674131602215620718080535,0.00001585697418135100737390723432,0.03196765994960363086579698439,0,,,unspecified,False
418,324234138241860812403487480138107387910668634659225600,2254640379176521218445219994660972651329674190988,843946,3563386789435662677982618808482317743924885311159,4852171612067613144709721042812680040569352449786,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,unique-min,True,1.580467919561142817228016980,0.00001496502385090665659176169284,0.03016948808342781968899157277,1,0000000000000000000000018aed923c250162fe3f058d6af0f3932d9d9aa08c,843946,unspecified,False
419,319495949933634025142671133910441198360944101354897408,4197871757217140143149136655690874420931935047387,845815,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001115315167586898194385035232,0.02248475377855186759880231027,0,,,unspecified,False
420,322033116776040472608672730780036665683066800249503744,674318170288041107897045933636074462494025236148776,847198,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001106528056837656757062247131,0.02230760562584716022237490217,0,,,unspecified,False
421,322192420454509541026756932426802740532209296896688128,247605009137046890195427424609001865680827750186154,850130,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001105980949026942887954002812,0.02229657593238316862115269669,0,,,unspecified,False
422,339134147434449367654574047007649893296060866934865920,30205802378408570370680410103872283860267245250098,851496,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001050730755482068738727935452,0.02118273203051850577275517871,0,,,unspecified,False
423,328583567114557579488061646200271046177164689907122176,138837988981776287377834460765714018629310117484036,853198,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001084468958909719696468040982,0.02186289421161994908079570621,0,,,unspecified,False
424,297348354121521522320212493955458645481078099598639104,254905188299933548054788603860133920379203881959513,855874,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001198387931207234266606327631,0.02415950069313784281478356505,0,,,unspecified,False
425,310338180674118587457206844748640968959780028040609792,15019292236393980125874459266869313026503864078144,858532,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001148227002457529082697364544,0.02314825636954378630717886920,0,,,unspecified,False
426,301319254070149585548971905645948786445483268317904896,94499608755243239295647005823247666968705693327607,860184,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001182595118400922731509881515,0.02384111758696260226723921135,0,,,unspecified,False
427,290914823913990887674279873321841567628552684544458752,575613510232280659246447816029555370225944496178166,862067,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001224890069709606738330304553,0.02469378380534567184473893979,0,,,unspecified,False
428,304956931645466202912380877194579614881406884417372160,68595591146025704221274825729850257974738883408569,863696,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001168488537121808877974330403,0.02355672890837566697996250093,0,,,unspecified,False
429,292880543616200952099263829421844968289989913814761472,240618528481077991164338678923467189093258705069172,866021,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001216669002808608115281784567,0.02452804709662153960408077688,0,,,unspecified,False
430,281789207690496729853016065226361096453821041746116608,60939975780053232595088811872689923461875087452689,867667,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,neither,False,1.580467919561142817228016980,0.00001264557581406563215624475032,0.02549348084115631442698941664,0,,,unspecified,False
431,265227471136262937983931908702020177275080014169112576,2580554000060355442454944565354521997722846080764,869693,2254640379176521218445219994660972651329674190988,3563386789435662677982618808482317743924885311159,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,new-second,True,1.144552374690845392111265191,0.00001343521006391129628590688476,0.02708538348884517331238827968,1,000000000000000000000001c4040b1ea831f0378f473e7412a7f9a13b35aefc,869693,unspecified,False
432,263561359269705708657179707992723614632672251070119936,191665620770115610630564107065880777942151607672940,871677,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,neither,False,1.144552374690845392111265191,0.000009791093835646983217228103346,0.01973884517266431816593185635,0,,,unspecified,False
433,259426771137696584301581483600969249970065617906040832,26114187957766701767928087889751208271114653388080,873550,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,neither,False,1.144552374690845392111265191,0.000009947138411134402392367891097,0.02005343103684695522301366845,0,,,unspecified,False
434,248423125310232216230425940495448355115076101789974528,189859925900292328560364947131200138955833465088185,875512,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,neither,False,1.144552374690845392111265191,0.00001038773663618370827673020770,0.02094167705854635588588809873,0,,,unspecified,False
435,245573197117436955539928755071651603226747033331171328,96701631986108389516920539519877949673565874317767,877438,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,neither,False,1.144552374690845392111265191,0.00001050828848730708194742571027,0.02118470959041107720601023190,0,,,unspecified,False
436,244083926948996765466279200227113710829717638069878784,165002039958966718613931113173928596445967400155524,879371,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,2254640379176521218445219994660972651329674190988,2580554000060355442454944565354521997722846080764,neither,False,1.144552374690845392111265191,0.00001057240446889230140568500647,0.02131396740928687963386097304,0,,,unspecified,False
