epoch,target,epoch_minimum,epoch_minimum_height,pre_g1,pre_g2,post_g1,post_g2,transition,deposit,ratio_g2_g1,q,lambda,canonical_k,qualifier_hashes,qualifier_heights,ownership,network_selection_opportunity
104,7839560629067579481152758851432818444879208153964570478641152,1505742355941703058225424285691012997445904857675931645042,210168,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,neither,False,2.718281828459045235360287471,0.0001294899604961031058787679285,0.2610517603601438614515961437,0,,,unspecified,False
105,7999430563890709006856701613305138698914315019190763857641472,5069754021619643373845897655085879478770985390811906157835,212810,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,neither,False,2.718281828459045235360287471,0.0001269020823490999847284268721,0.2558345980157855692125085742,0,,,unspecified,False
106,9047927233058169382412882048952728634925849476849852060008448,6837909087265117557655741398346073549698669957335967334644,215578,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,neither,False,2.718281828459045235360287471,0.0001121963484029535727833417062,0.2261878383803544027312168797,0,,,unspecified,False
107,8296391419817537486273948666838217011279219811331013552898048,686043340429691137655974079182187727310461666477531263163,217293,373450753169415401850118416599327961573251328994866881615,1015144396164766081116625386979149783365596865937478527743,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,new-second,True,1.837038309890537439006867697,0.0001223597519446704395048113645,0.2466772599204556060416997109,1,00000000000000001bfaa06e0d8c9aa94ce50ecf685d153e81f65e56546cf0bb,217293,unspecified,False
108,9081029136740872581753422344739175313292014241889017867010048,2513273709622457610261524444417471833802613696305843513283,218506,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,neither,False,1.837038309890537439006867697,0.00007554687140624107914918581210,0.1523024927549820155647585972,0,,,unspecified,False
109,8230751570811169734692743946971314968326461977249645504495616,12860585836542113076485503555156483097506732693113981308391,220192,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,neither,False,1.837038309890537439006867697,0.00008335123889082210937373661825,0.1680360976038973724974530224,0,,,unspecified,False
110,7384127474250891166670391848516180960454656786677558849568768,479674377841141976323752261716047443725829375571407500394,223079,373450753169415401850118416599327961573251328994866881615,686043340429691137655974079182187727310461666477531263163,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,new-second,True,1.284438105346485614275552603,0.00009290784088194376979471360616,0.1873022072179986399061426301,1,0000000000000000139008bfda982356c5065c9035d6c7d588069d3e1b35746a,223079,unspecified,False
111,6172230000534146257480611019445716458048957888854766248787968,2297628362749688304079406193628818755381460096226536025602,225330,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,neither,False,1.284438105346485614275552603,0.00007771492277501500125126304389,0.1566732843144302425225462965,0,,,unspecified,False
112,5561365017980676031428107027647386014985059524839404952616960,8597447824001822049713916520678066262136494149247933577472,227723,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,neither,False,1.284438105346485614275552603,0.00008625119485778890331101665358,0.1738824088333024290750095736,0,,,unspecified,False
113,4026319404534786334009451711043898716884778820756489262596096,1411678178543842555055389251003708485326595189183203223040,228284,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,neither,False,1.284438105346485614275552603,0.0001191347058310603824462668063,0.2401755669554177310116738815,0,,,unspecified,False
114,3513558656525386849113615662535622466519417660386833443323904,418928372121281957705123896182902132777214756183808370591,231593,373450753169415401850118416599327961573251328994866881615,479674377841141976323752261716047443725829375571407500394,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,new-second,True,1.121776749854982080709105816,0.0001365209534641722693202205759,0.2752262421837712949495646809,1,00000000000000001115d0f81474bbb9ebb9a45e04597f2df39e0eba903b679f,231593,unspecified,False
115,3004083578955603829930099910053556479043735076695139267117056,1123652743778154936786508650078047221229611249386729519164,233475,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,neither,False,1.121776749854982080709105816,0.0001394529683048718983070408694,0.2811371841026217469869943927,0,,,unspecified,False
116,2675541054922611112919804040984964595022815308724929898217472,635105335318032860183081600984856364307795138543636047995,235719,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,neither,False,1.121776749854982080709105816,0.0001565770674124076495228554593,0.3156593679034138214380766060,0,,,unspecified,False
117,2409843108029446766213067266805752590003732794677225687351296,359676336925915078774006362305009328962550828244676036164,236166,373450753169415401850118416599327961573251328994866881615,418928372121281957705123896182902132777214756183808370591,359676336925915078774006362305009328962550828244676036164,373450753169415401850118416599327961573251328994866881615,unique-min,True,1.038296698529649257882363126,0.0001738405171379990587497626108,0.3504624825502061024395214234,1,00000000000000000eab32386b8854581ca95f672ec9ccd96d2201c493f2c644,236166,unspecified,False
118,2218268905456883731807407021635746739577921454491297946533888,155566129756877957177939281690389061013955286756511558542,239572,359676336925915078774006362305009328962550828244676036164,373450753169415401850118416599327961573251328994866881615,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,unique-min,True,2.312047856998338114278538891,0.0001683523364776634048799901036,0.3393983103389694242380600488,1,000000000000000006582fa9652895fda92c757ae6beee9dfbc3932125b5ab8e,239572,unspecified,False
119,1727551573307299192250197436766000536509732237655131060961280,2109524483242127127209497821705855688464780632632184991416,240542,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,neither,False,2.312047856998338114278538891,0.0002082000575168561808676213748,0.4197313159539820606291246916,0,,,unspecified,False
120,1394031503757574068227953656553224448260418805016069352194048,587881504959398913764325792563457497938414729225875632791,242250,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,neither,False,2.312047856998338114278538891,0.0002580116273960934730450154603,0.5201514408305244416587511679,0,,,unspecified,False
121,1263610003247723462826224891154624535497729630761756072607744,114784973705050422488935971202453856347117940515097598224,244583,155566129756877957177939281690389061013955286756511558542,359676336925915078774006362305009328962550828244676036164,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,unique-min,True,1.355283054353596155080689342,0.0002846418879254492611291237622,0.5738380460577057104363135046,1,000000000000000004ae693a1a8e740a33dd996c27ccc64217ed647e0b90d910,244583,unspecified,False
122,1030450001678223668360152541055867895065240185756254103142400,709080031152646129541759328958783693011168348246130561027,247580,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,neither,False,1.355283054353596155080689342,0.0001509691198054422894162225865,0.3043537455277716554631047344,0,,,unspecified,False
123,862513010327976103705811440432628413487564277790886242287616,316489584575181502478366441290518817390225500666523592200,248593,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,neither,False,1.355283054353596155080689342,0.0001803638065676515866703648567,0.3636134340403855987274555510,0,,,unspecified,False
124,720982641204331278205950312227594303241470815982254303477760,510562768233047661340584349140741723226857408695805833249,251897,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,neither,False,1.355283054353596155080689342,0.0002157695912026673618755307702,0.4349914958645774015410700327,0,,,unspecified,False
125,530591525189316709998942710962548491505413142398652303540224,1213144380601647418184531436328495992258931119973895341086,252958,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,neither,False,1.355283054353596155080689342,0.0002931937702950899511511932151,0.5910786409149013415208055216,0,,,unspecified,False
126,410030579894253754102159787320079652501746816512444002729984,303207141607420632141477609371364103845939719996107896008,254962,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,neither,False,1.355283054353596155080689342,0.0003794012870869246361483338215,0.7648729947672400664750409841,0,,,unspecified,False
127,310118479516817784682897231521434079438159381558537557639168,395855787071815364444010896394916164630206839749445589092,257495,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,neither,False,1.355283054353596155080689342,0.0005016345043328563594823036822,1.011295160735038420716324223,0,,,unspecified,False
128,239366800071949252578530950352093786414793290792735831228416,7252006031482138833037568287922576202893110734813386595,258283,114784973705050422488935971202453856347117940515097598224,155566129756877957177939281690389061013955286756511558542,42227031981492650678318587923000379289475895251092750789,114784973705050422488935971202453856347117940515097598224,unique-min,True,2.718281828459045235360287471,0.0006499068781055586783655791610,1.310212266260806295585007589,3,0000000000000000004bb6e7e2661661ba9809062d90c3121933d6d02c8bd763;0000000000000000015235dd26bc6ee20bd574fa78c4ef9b7ea750f53c28db8a;000000000000000004fb67cf6c48cbe676837f65d339f1b1abca63c7eb01172c,258283;258809;258384,unspecified,True
129,181156297885756721946540202079438048595571151633323613224960,53988169268147886229933742571831719799903691163787469971,261713,42227031981492650678318587923000379289475895251092750789,114784973705050422488935971202453856347117940515097598224,42227031981492650678318587923000379289475895251092750789,53988169268147886229933742571831719799903691163787469971,new-second,True,1.278521523648878061886800176,0.0006336239757860237491494629714,1.277385935184623878285317350,2,00000000000000000233a9ac6fe53eccfcd1a4f12a879daf568c8bb59fb22493;000000000000000004a24ebfaa7200a2e14a4152239a9687e60466a1df53bf7c,261713;260702,unspecified,True
130,142431093377788751676361246670241704468765375727695350988800,107267268543253585157487465507993307928751840148313143152,264067,42227031981492650678318587923000379289475895251092750789,53988169268147886229933742571831719799903691163787469971,42227031981492650678318587923000379289475895251092750789,53988169268147886229933742571831719799903691163787469971,neither,False,1.278521523648878061886800176,0.0003790476362134492144842226455,0.7641600346063136164001928531,0,,,unspecified,False
131,100696259189502783924473792493100546893980348528488767029248,48851521202442730669555507447007156566483398114600231894,265271,42227031981492650678318587923000379289475895251092750789,53988169268147886229933742571831719799903691163787469971,42227031981492650678318587923000379289475895251092750789,48851521202442730669555507447007156566483398114600231894,new-second,True,1.156877926534203838395900127,0.0005361487080324028071418574446,1.080875795393324059197984608,1,000000000000000001fe089f351d417353a16c29a7535c775d888611296f23d6,265271,unspecified,False
132,68962778243821519216393853205209897734463141354237780295680,244016552766144657078256048343733074999265062087434320,266381,42227031981492650678318587923000379289475895251092750789,48851521202442730669555507447007156566483398114600231894,15534456927680139074143643310102980439401278798629618080,42227031981492650678318587923000379289475895251092750789,unique-min,True,2.718281828459045235360287471,0.0007083751908852281944430396546,1.428084384824620039997167944,2,000000000000000000028c32e6952731326747bae4be8db0f832d6eea0362050;0000000000000000018238a11e3a510e1dd4d4ba93b1293233ef52f79fb4ff36,266381;267719,unspecified,True
133,52765641310467331636297188681879886184148735229489015947264,60760576256671905785484023724879391342000314896967498529,269900,15534456927680139074143643310102980439401278798629618080,42227031981492650678318587923000379289475895251092750789,15534456927680139074143643310102980439401278798629618080,42227031981492650678318587923000379289475895251092750789,neither,False,2.718281828459045235360287471,0.0008002751588487924847860773425,1.613354720239165649328731922,0,,,unspecified,False
134,44233472386696495417387091608220539804351405166731810832384,4102827010773125187047817147363685994133549687776573165,271381,15534456927680139074143643310102980439401278798629618080,42227031981492650678318587923000379289475895251092750789,5714807333456810349805371600080952059362211886726550548,15534456927680139074143643310102980439401278798629618080,unique-min,True,2.718281828459045235360287471,0.0009546397717171466117162031486,1.924553779781767569219865548,3,0000000000000000002ad5e428b2c6bcf8056213c27361b222122f492b3176ed;000000000000000001480bf37765db8beb84651395cc36e76e2c4e36fbb51026;0000000000000000017d9cfa1bb14d8d1e16487e94611c98bffb608142d0e938,271381;270387;270450,unspecified,True
135,38110290672195532365762668664552282566878756832852091863040,50486812923737627843033036409760591531264761792040956735,272300,5714807333456810349805371600080952059362211886726550548,15534456927680139074143643310102980439401278798629618080,5714807333456810349805371600080952059362211886726550548,15534456927680139074143643310102980439401278798629618080,neither,False,2.718281828459045235360287471,0.0004076184320214002611741095088,0.8217587589551429265270047697,0,,,unspecified,False
136,29679649578007061283718812081441644170496168236939550392320,421568202486397548441056355552765767237599877778810487,274352,5714807333456810349805371600080952059362211886726550548,15534456927680139074143643310102980439401278798629618080,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548,unique-min,True,2.718281828459045235360287471,0.0005234043241262301930440714895,1.055183117438480069176848123,2,0000000000000000000466c0ab58135a577e310efe613e390bb21b72226aa677;0000000000000000006d06721ae36b679d64b306ff93d36ba54a5ffb73e5973b,274352;275644,unspecified,True
137,22829202948393929850749706076701368331072452018388575715328,42579454354901077448264937739787596216679288348608159965,277848,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548,neither,False,2.718281828459045235360287471,0.0002503288155252418038500834300,0.5046628920988874765617681951,0,,,unspecified,False
138,19005913916847449503306572434028937600915626422125897711616,13553423196516911285511403354856980582842420926317135567,279963,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548,neither,False,2.718281828459045235360287471,0.0003006857422620978247555053665,0.6061824564003892147070988191,0,,,unspecified,False
139,15065005852539512185984435657022720640916062598235628240896,5690296300912616672834887127096471755517486976685789637,281824,2102360128234551825848374691629075584768064622981617392,5714807333456810349805371600080952059362211886726550548,2102360128234551825848374691629075584768064622981617392,5690296300912616672834887127096471755517486976685789637,new-second,True,2.706623011201710396818513126,0.0003793431870783816325932357958,0.7647558651500173713079633646,1,0000000000000000003b68d2b980b486c4cf2741096ae393a6e4d918598b51c5,281824,unspecified,False
140,12288698618318346282960995223961541766142764336009759948800,1262506010158699100220208350690109819585643250835075837,282405,2102360128234551825848374691629075584768064622981617392,5690296300912616672834887127096471755517486976685789637,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,unique-min,True,1.665227817783046965063195281,0.0004630511722722441050365490182,0.9335111633008441157536828208,1,0000000000000000000d2e61aaa78f40ca9734b78bcae3bc63c39ddc7c2d32fd,282405,unspecified,False
141,10284386012808371892335572105827331142617405906583881252864,17346703425567182735752888152173423752002491136961819149,286037,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,neither,False,1.665227817783046965063195281,0.0002044225222211838546384995181,0.4121158047979066509512150284,0,,,unspecified,False
142,8614444778121073626993210829679478604092861119379437256704,14650118186822665090189022492760044555288546642020637513,288261,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,neither,False,1.665227817783046965063195281,0.0002440505665059361923965604160,0.4920059420759673638714657986,0,,,unspecified,False
143,7065379129219572345353864175298106702426244380437224882176,4398977694984887151852554826749774163074442630562257730,289980,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,neither,False,1.665227817783046965063195281,0.0002975580064118617684021669503,0.5998769409263133250987685717,0,,,unspecified,False
144,6343094824615218102798845742064326605321937397913065881600,7356590653102958687837990600021571170316896632478061330,291967,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,neither,False,1.665227817783046965063195281,0.0003314407535066424342461947490,0.6681845590693911474403286140,0,,,unspecified,False
145,5384518863803604621895699676581808210968416076987222720512,4917046687672396283670787928892789006778784661829216897,293831,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,neither,False,1.665227817783046965063195281,0.0003904453083760676522751880615,0.7871377416861523869867791319,0,,,unspecified,False
146,4405349994161605759458363322921957536960017949107037405184,3481409304168039004381189670433426418741147529078136658,295538,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,neither,False,1.665227817783046965063195281,0.0004772288537847848677643659445,0.9620933692301262934129617441,0,,,unspecified,False
147,3863038134637689339706803268689141874606936642244315185152,441378922157633859339124634223982981583772162199397441,297587,1262506010158699100220208350690109819585643250835075837,2102360128234551825848374691629075584768064622981617392,464450005492769507686122516058985797418191573782669670,1262506010158699100220208350690109819585643250835075837,unique-min,True,2.718281828459045235360287471,0.0005442245338931219678655719343,1.097156660328533887216993019,1,000000000000000000049bb3b6b9c135f66536e066704369905043df809c2441,297587,unspecified,False
148,3369574570478873127315415525946742317481702644901195284480,3860547810403172851083413864647720866183600768536840646,300317,464450005492769507686122516058985797418191573782669670,1262506010158699100220208350690109819585643250835075837,464450005492769507686122516058985797418191573782669670,1262506010158699100220208350690109819585643250835075837,neither,False,2.718281828459045235360287471,0.0003746781630000477468488196939,0.7553511766080962576472205030,0,,,unspecified,False
149,3045099693687311168583241534842989903432036285033490677760,6651869336489600444740202216791349837525858667208611984,302060,464450005492769507686122516058985797418191573782669670,1262506010158699100220208350690109819585643250835075837,464450005492769507686122516058985797418191573782669670,1262506010158699100220208350690109819585643250835075837,neither,False,2.718281828459045235360287471,0.0004146025211509349940059256723,0.8358386826402849479159461553,0,,,unspecified,False
150,2578448441038522347123624842639328775756428679710156783616,939904910432917463712441943514514012198061186501032492,303519,464450005492769507686122516058985797418191573782669670,1262506010158699100220208350690109819585643250835075837,464450005492769507686122516058985797418191573782669670,939904910432917463712441943514514012198061186501032492,new-second,True,2.023694475868726781758746466,0.0004896378729412170162195201611,0.9871099518494935046985526448,1,00000000000000000009d02509733b687f72bb5bb4e829162fb3078e791fba2c,303519,unspecified,False
151,2293149852232440455888971398133692017055281498246925516800,1061962038573840119010851685053739065862580919698226163,306387,464450005492769507686122516058985797418191573782669670,939904910432917463712441943514514012198061186501032492,464450005492769507686122516058985797418191573782669670,939904910432917463712441943514514012198061186501032492,neither,False,2.023694475868726781758746466,0.0004098750500399683082829062082,0.8263081008805761094983389157,0,,,unspecified,False
152,2002553378451099534811946324256852041059202347552707969024,382888671418942255772678818285347583316097469626184582,308332,464450005492769507686122516058985797418191573782669670,939904910432917463712441943514514012198061186501032492,382888671418942255772678818285347583316097469626184582,464450005492769507686122516058985797418191573782669670,unique-min,True,1.213015793263274522344174736,0.0004693532369958092756722268922,0.9462161257835514997552094146,1,00000000000000000003ff5f0f68891430b23076dea0931158218ef75413f386,308332,unspecified,False
153,1602972750958019380418919163663316163747908621623690788864,493020508222521776008400060117299169168865490745057149,309462,382888671418942255772678818285347583316097469626184582,464450005492769507686122516058985797418191573782669670,382888671418942255772678818285347583316097469626184582,464450005492769507686122516058985797418191573782669670,neither,False,1.213015793263274522344174736,0.0002897429199686583412082207704,0.5841217266568152158757730731,0,,,unspecified,False
154,1555090122338762644529309082074529684497336694348804259840,1700485367437788758775923573238732672866487802264012079,310642,382888671418942255772678818285347583316097469626184582,464450005492769507686122516058985797418191573782669670,382888671418942255772678818285347583316097469626184582,464450005492769507686122516058985797418191573782669670,neither,False,1.213015793263274522344174736,0.0002986643660203207034623612350,0.6021073618969665381801202498,0,,,unspecified,False
155,1438882362326364789097016808333128944459434864174551793664,68793786143631738923840992507604965315321413170241578,313338,382888671418942255772678818285347583316097469626184582,464450005492769507686122516058985797418191573782669670,140856870472476476605621235593519231027930614772005062,382888671418942255772678818285347583316097469626184582,unique-min,True,2.718281828459045235360287471,0.0003227852517017814185221370707,0.6507350674307913397406283346,1,00000000000000000000b7de9e5c19e52be073156924b7cf235efb27ae8a202a,313338,unspecified,False
156,1366448002777625511026173062127977611952455397852592472064,144401420868719392176034163279139149325988359233480174,315024,140856870472476476605621235593519231027930614772005062,382888671418942255772678818285347583316097469626184582,140856870472476476605621235593519231027930614772005062,144401420868719392176034163279139149325988359233480174,new-second,True,1.025164199547763791936344489,0.0002802072750961846920558904228,0.5648978665939083391846750924,2,0000000000000000000181f37629e8b80debca2c295c350cb1bd156e7e1a25ee;000000000000000000037be5d0bf7a0d03db565b07f512dab5d8cda0348bbbed,315024;316203,unspecified,True
157,1130631509982695295834811811892052032638591596239280668672,1283606285223052073773349636089535901642305469394160167,316710,140856870472476476605621235593519231027930614772005062,144401420868719392176034163279139149325988359233480174,140856870472476476605621235593519231027930614772005062,144401420868719392176034163279139149325988359233480174,neither,False,1.025164199547763791936344489,0.0001277174920332173526566482910,0.2574784639389661829558029548,0,,,unspecified,False
158,982897592923314645728937741958820396011314229953349812224,484055587369346424422289791272976767748886227163739395,319786,140856870472476476605621235593519231027930614772005062,144401420868719392176034163279139149325988359233480174,140856870472476476605621235593519231027930614772005062,144401420868719392176034163279139149325988359233480174,neither,False,1.025164199547763791936344489,0.0001469140039698780141562972632,0.2961786320032740765390952826,0,,,unspecified,False
159,903780639904017349860452775965599807564731663176966340608,116386753404189789542013611938055063008674765431220248,320736,140856870472476476605621235593519231027930614772005062,144401420868719392176034163279139149325988359233480174,116386753404189789542013611938055063008674765431220248,140856870472476476605621235593519231027930614772005062,unique-min,True,1.210248300193635188506170604,0.0001597748551950117079331482375,0.3221061080731436031932268468,1,0000000000000000000137130c5a047157e7b0e063de6f3d30246a4f2005a818,320736,unspecified,False
160,777796486219054632155478957346406689849105796561635377152,166839135541347861994679040378218058233514492712203379,324204,116386753404189789542013611938055063008674765431220248,140856870472476476605621235593519231027930614772005062,116386753404189789542013611938055063008674765431220248,140856870472476476605621235593519231027930614772005062,neither,False,1.210248300193635188506170604,0.0001810973345446642537320515680,0.3650922264420431355238159612,0,,,unspecified,False
161,770217816864616291160628694313702426464491250746461782016,47167629501629889026830213674720221660306835865572240,326055,116386753404189789542013611938055063008674765431220248,140856870472476476605621235593519231027930614772005062,47167629501629889026830213674720221660306835865572240,116386753404189789542013611938055063008674765431220248,unique-min,True,2.467513305924522170043115887,0.0001828792679009596971760030657,0.3686846040883347495068221805,1,000000000000000000007e1166d92acf81d4e2d95934fcdec1276b09a7db9390,326055,unspecified,False
162,749174812297985386116525053725808178560617045558724395008,410249313171434553225271240943714792631180782568373206,327606,47167629501629889026830213674720221660306835865572240,116386753404189789542013611938055063008674765431220248,47167629501629889026830213674720221660306835865572240,116386753404189789542013611938055063008674765431220248,neither,False,2.467513305924522170043115887,0.0001553532653442929509273618057,0.3131921829340945890695614004,0,,,unspecified,False
163,680733321990486529407107157001552378184394215934016880640,232267347857880452823600116293666380419516469472454089,330140,47167629501629889026830213674720221660306835865572240,116386753404189789542013611938055063008674765431220248,47167629501629889026830213674720221660306835865572240,116386753404189789542013611938055063008674765431220248,neither,False,2.467513305924522170043115887,0.0001709726109247467284233168471,0.3446807836242894045014067637,0,,,unspecified,False
164,668970595596618687654683311252875969389523722950049529856,38991059656380097266101544547601419634710571667423335,331908,47167629501629889026830213674720221660306835865572240,116386753404189789542013611938055063008674765431220248,38991059656380097266101544547601419634710571667423335,47167629501629889026830213674720221660306835865572240,unique-min,True,1.209703709447964738690766940,0.0001739788776521496283069861841,0.3507414173467336506668841473,2,000000000000000000006836c4009ab00485cd1de4d5958ca7839184d0b80067;00000000000000000000ec03e3183bacc8b18437180f63f6a563267a186225bc,331908;331987,unspecified,True
165,673862533877092685902494685124943911912916060357898797056,16931928767822346142127790045311281400448815916708511,334261,38991059656380097266101544547601419634710571667423335,47167629501629889026830213674720221660306835865572240,16931928767822346142127790045311281400448815916708511,38991059656380097266101544547601419634710571667423335,unique-min,True,2.302812644149507965629755314,0.00006999592221020096039864405275,0.1411117791757651361636664104,1,000000000000000000002d414bb8f9175ba6c6563721e1ba2c1373c2bd94f29f,334261,unspecified,False
166,683252062220249508849116041812776958610205092831121375232,33810494140058204136844277548911552169078452778923073,336175,16931928767822346142127790045311281400448815916708511,38991059656380097266101544547601419634710571667423335,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,new-second,True,1.996848356952227402085100983,0.00005706687445578634228206754589,0.1150468189028652660406481725,1,000000000000000000005a5e143087632fbf0eea743ad99646d9fc67d40f7441,336175,unspecified,False
167,663358803453687177159928221638562617962497973903752691712,319653955342122382277945837420350181400122461401220980,336920,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005096863712975312251001797167,0.1027527724535822949801962309,0,,,unspecified,False
168,613111582105360026820898034285227810088764320248934432768,51924844657021402587051862262857041739187009448099971,340483,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005514574365722558982103949514,0.1111738192129667890792156222,0,,,unspecified,False
169,653202279051259096361833571150520065936493508031976308736,1437021875898655358932311215375135618286355875589572422,342234,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005176113927398739971481432822,0.1043504567763585978250656857,0,,,unspecified,False
170,606439838822957553646521558653356639834299145437709336576,47491609486186442657217117172080328381110439094701933,343775,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005575242913737524190173485972,0.1123968971409484876738974772,0,,,unspecified,False
171,577485176368838834686684127480472050622611986764206702592,983315919620462346762398400649968108116461690360652020,346164,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005854781304111518353729222874,0.1180323910908882100111811331,0,,,unspecified,False
172,568436119447114618883887501211268589217582000336195813376,713320480012906664275918026300361655660346391500331363,347086,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005947984827731169286071106868,0.1199113741270603728071935145,0,,,unspecified,False
173,577075114085443079269506210404847846798089003835028668416,251875034669986902811485423959697234041483658059382332,349240,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,16931928767822346142127790045311281400448815916708511,33810494140058204136844277548911552169078452778923073,neither,False,1.996848356952227402085100983,0.00005858941637717571717877812934,0.1181162634163862458324167088,0,,,unspecified,False
